frame_id,person_id,x,y,w,h,cls_id,video_name,video_length,time
630,102,154,134,66.0,187.0,1,ETH-Pedcross2,837,44.92857142857143
630,150,253,139,57.0,158.0,1,ETH-Pedcross2,837,44.92857142857143
631,79,358,2,234.0,485.0,1,ETH-Pedcross2,837,45.0
631,96,7,2,162.0,487.0,1,ETH-Pedcross2,837,45.0
631,98,16,94,86.0,267.0,1,ETH-Pedcross2,837,45.0
631,99,278,111,79.0,253.0,1,ETH-Pedcross2,837,45.0
631,100,202,112,79.0,257.0,1,ETH-Pedcross2,837,45.0
631,101,308,151,43.0,142.0,1,ETH-Pedcross2,837,45.0
631,102,152,133,69.0,194.0,1,ETH-Pedcross2,837,45.0
631,150,258,139,57.0,161.0,1,ETH-Pedcross2,837,45.0
632,79,374,2,227.0,486.0,1,ETH-Pedcross2,837,45.07142857142857
632,96,10,2,164.0,485.0,1,ETH-Pedcross2,837,45.07142857142857
632,98,9,88,88.0,277.0,1,ETH-Pedcross2,837,45.07142857142857
632,99,287,110,77.0,253.0,1,ETH-Pedcross2,837,45.07142857142857
632,100,210,113,79.0,256.0,1,ETH-Pedcross2,837,45.07142857142857
632,101,311,149,43.0,143.0,1,ETH-Pedcross2,837,45.07142857142857
632,102,149,132,73.0,200.0,1,ETH-Pedcross2,837,45.07142857142857
632,150,263,138,57.0,164.0,1,ETH-Pedcross2,837,45.07142857142857
633,79,391,2,220.0,486.0,1,ETH-Pedcross2,837,45.142857142857146
633,96,12,2,166.0,483.0,1,ETH-Pedcross2,837,45.142857142857146
633,98,2,81,90.0,288.0,1,ETH-Pedcross2,837,45.142857142857146
633,99,296,109,75.0,253.0,1,ETH-Pedcross2,837,45.142857142857146
633,100,218,114,79.0,255.0,1,ETH-Pedcross2,837,45.142857142857146
633,101,315,147,44.0,145.0,1,ETH-Pedcross2,837,45.142857142857146
633,102,148,130,76.0,207.0,1,ETH-Pedcross2,837,45.142857142857146
633,150,268,138,57.0,167.0,1,ETH-Pedcross2,837,45.142857142857146
634,79,398,2,221.0,486.0,1,ETH-Pedcross2,837,45.214285714285715
634,96,22,2,170.0,484.0,1,ETH-Pedcross2,837,45.214285714285715
634,99,301,111,72.0,249.0,1,ETH-Pedcross2,837,45.214285714285715
634,100,223,114,76.0,255.0,1,ETH-Pedcross2,837,45.214285714285715
634,101,318,145,45.0,146.0,1,ETH-Pedcross2,837,45.214285714285715
634,102,130,121,82.0,226.0,1,ETH-Pedcross2,837,45.214285714285715
634,150,272,137,57.0,169.0,1,ETH-Pedcross2,837,45.214285714285715
635,79,407,2,222.0,485.0,1,ETH-Pedcross2,837,45.285714285714285
635,96,31,2,175.0,485.0,1,ETH-Pedcross2,837,45.285714285714285
635,99,305,112,69.0,246.0,1,ETH-Pedcross2,837,45.285714285714285
635,100,228,113,73.0,255.0,1,ETH-Pedcross2,837,45.285714285714285
635,101,321,143,46.0,147.0,1,ETH-Pedcross2,837,45.285714285714285
635,102,111,112,88.0,245.0,1,ETH-Pedcross2,837,45.285714285714285
635,150,278,136,56.0,171.0,1,ETH-Pedcross2,837,45.285714285714285
636,79,414,2,223.0,485.0,1,ETH-Pedcross2,837,45.357142857142854
636,96,41,2,179.0,486.0,1,ETH-Pedcross2,837,45.357142857142854
636,99,311,113,65.0,242.0,1,ETH-Pedcross2,837,45.357142857142854
636,100,233,114,70.0,254.0,1,ETH-Pedcross2,837,45.357142857142854
636,101,325,140,46.0,149.0,1,ETH-Pedcross2,837,45.357142857142854
636,102,93,102,93.0,264.0,1,ETH-Pedcross2,837,45.357142857142854
636,150,282,135,56.0,172.0,1,ETH-Pedcross2,837,45.357142857142854
637,79,422,2,224.0,484.0,1,ETH-Pedcross2,837,45.42857142857143
637,96,52,2,183.0,487.0,1,ETH-Pedcross2,837,45.42857142857143
637,99,316,115,62.0,238.0,1,ETH-Pedcross2,837,45.42857142857143
637,100,238,113,67.0,254.0,1,ETH-Pedcross2,837,45.42857142857143
637,101,328,138,47.0,150.0,1,ETH-Pedcross2,837,45.42857142857143
637,102,75,92,99.0,284.0,1,ETH-Pedcross2,837,45.42857142857143
637,150,287,134,55.0,174.0,1,ETH-Pedcross2,837,45.42857142857143
638,79,416,2,231.0,484.0,1,ETH-Pedcross2,837,45.5
638,96,59,2,177.0,487.0,1,ETH-Pedcross2,837,45.5
638,99,311,115,63.0,239.0,1,ETH-Pedcross2,837,45.5
638,100,235,115,68.0,250.0,1,ETH-Pedcross2,837,45.5
638,102,56,83,105.0,303.0,1,ETH-Pedcross2,837,45.5
638,150,283,136,53.0,169.0,1,ETH-Pedcross2,837,45.5
639,79,411,2,238.0,485.0,1,ETH-Pedcross2,837,45.57142857142857
639,96,67,2,171.0,487.0,1,ETH-Pedcross2,837,45.57142857142857
639,99,307,116,64.0,240.0,1,ETH-Pedcross2,837,45.57142857142857
639,100,231,116,70.0,246.0,1,ETH-Pedcross2,837,45.57142857142857
639,102,38,74,111.0,322.0,1,ETH-Pedcross2,837,45.57142857142857
639,150,281,138,50.0,165.0,1,ETH-Pedcross2,837,45.57142857142857
640,79,406,2,244.0,485.0,1,ETH-Pedcross2,837,45.642857142857146
640,96,74,2,165.0,487.0,1,ETH-Pedcross2,837,45.642857142857146
640,99,303,117,64.0,240.0,1,ETH-Pedcross2,837,45.642857142857146
640,100,227,119,71.0,241.0,1,ETH-Pedcross2,837,45.642857142857146
640,102,20,64,116.0,341.0,1,ETH-Pedcross2,837,45.642857142857146
640,150,277,140,48.0,160.0,1,ETH-Pedcross2,837,45.642857142857146
641,79,401,2,251.0,485.0,1,ETH-Pedcross2,837,45.714285714285715
641,96,82,2,159.0,487.0,1,ETH-Pedcross2,837,45.714285714285715
641,99,299,117,65.0,241.0,1,ETH-Pedcross2,837,45.714285714285715
641,100,224,120,72.0,237.0,1,ETH-Pedcross2,837,45.714285714285715
641,102,2,55,122.0,360.0,1,ETH-Pedcross2,837,45.714285714285715
641,150,274,142,45.0,155.0,1,ETH-Pedcross2,837,45.714285714285715
642,79,398,2,252.0,485.0,1,ETH-Pedcross2,837,45.785714285714285
642,96,79,2,158.0,488.0,1,ETH-Pedcross2,837,45.785714285714285
642,99,296,118,65.0,237.0,1,ETH-Pedcross2,837,45.785714285714285
642,100,221,121,70.0,235.0,1,ETH-Pedcross2,837,45.785714285714285
642,150,269,144,48.0,155.0,1,ETH-Pedcross2,837,45.785714285714285
643,79,396,2,252.0,484.0,1,ETH-Pedcross2,837,45.857142857142854
643,96,75,2,157.0,488.0,1,ETH-Pedcross2,837,45.857142857142854
643,99,294,120,65.0,232.0,1,ETH-Pedcross2,837,45.857142857142854
643,100,217,122,69.0,233.0,1,ETH-Pedcross2,837,45.857142857142854
643,150,263,146,52.0,155.0,1,ETH-Pedcross2,837,45.857142857142854
644,79,393,2,253.0,484.0,1,ETH-Pedcross2,837,45.92857142857143
644,96,72,2,156.0,489.0,1,ETH-Pedcross2,837,45.92857142857143
644,99,292,121,64.0,228.0,1,ETH-Pedcross2,837,45.92857142857143
644,100,214,123,67.0,231.0,1,ETH-Pedcross2,837,45.92857142857143
644,150,258,147,55.0,155.0,1,ETH-Pedcross2,837,45.92857142857143
645,79,391,2,253.0,483.0,1,ETH-Pedcross2,837,46.0
645,96,69,2,155.0,489.0,1,ETH-Pedcross2,837,46.0
645,99,290,123,64.0,223.0,1,ETH-Pedcross2,837,46.0
645,100,211,124,65.0,229.0,1,ETH-Pedcross2,837,46.0
645,150,253,149,58.0,155.0,1,ETH-Pedcross2,837,46.0
646,79,389,2,258.0,486.0,1,ETH-Pedcross2,837,46.07142857142857
646,96,66,2,155.0,489.0,1,ETH-Pedcross2,837,46.07142857142857
646,99,284,125,67.0,224.0,1,ETH-Pedcross2,837,46.07142857142857
646,100,209,128,64.0,227.0,1,ETH-Pedcross2,837,46.07142857142857
646,150,251,150,53.0,155.0,1,ETH-Pedcross2,837,46.07142857142857
647,79,387,2,264.0,488.0,1,ETH-Pedcross2,837,46.142857142857146
647,96,64,2,156.0,489.0,1,ETH-Pedcross2,837,46.142857142857146
647,99,279,127,69.0,226.0,1,ETH-Pedcross2,837,46.142857142857146
647,100,207,130,63.0,226.0,1,ETH-Pedcross2,837,46.142857142857146
647,150,250,152,49.0,154.0,1,ETH-Pedcross2,837,46.142857142857146
648,79,384,2,269.0,491.0,1,ETH-Pedcross2,837,46.214285714285715
648,96,61,2,156.0,488.0,1,ETH-Pedcross2,837,46.214285714285715
648,99,274,129,72.0,227.0,1,ETH-Pedcross2,837,46.214285714285715
648,100,205,134,62.0,224.0,1,ETH-Pedcross2,837,46.214285714285715
648,150,249,153,44.0,154.0,1,ETH-Pedcross2,837,46.214285714285715
649,79,383,2,274.0,493.0,1,ETH-Pedcross2,837,46.285714285714285
649,96,59,2,156.0,488.0,1,ETH-Pedcross2,837,46.285714285714285
649,99,269,131,74.0,228.0,1,ETH-Pedcross2,837,46.285714285714285
649,100,203,137,61.0,222.0,1,ETH-Pedcross2,837,46.285714285714285
649,150,248,155,39.0,153.0,1,ETH-Pedcross2,837,46.285714285714285
650,79,386,2,269.0,491.0,1,ETH-Pedcross2,837,46.357142857142854
650,96,56,3,159.0,487.0,1,ETH-Pedcross2,837,46.357142857142854
650,99,266,133,72.0,225.0,1,ETH-Pedcross2,837,46.357142857142854
650,100,199,135,64.0,223.0,1,ETH-Pedcross2,837,46.357142857142854
650,150,242,155,41.0,154.0,1,ETH-Pedcross2,837,46.357142857142854
651,79,390,2,263.0,489.0,1,ETH-Pedcross2,837,46.42857142857143
651,96,54,3,162.0,486.0,1,ETH-Pedcross2,837,46.42857142857143
651,99,262,134,70.0,223.0,1,ETH-Pedcross2,837,46.42857142857143
651,100,194,134,68.0,224.0,1,ETH-Pedcross2,837,46.42857142857143
651,150,237,156,44.0,154.0,1,ETH-Pedcross2,837,46.42857142857143
652,79,393,2,258.0,486.0,1,ETH-Pedcross2,837,46.5
652,96,50,4,165.0,485.0,1,ETH-Pedcross2,837,46.5
652,99,259,135,68.0,220.0,1,ETH-Pedcross2,837,46.5
652,100,189,132,71.0,225.0,1,ETH-Pedcross2,837,46.5
652,150,232,155,46.0,155.0,1,ETH-Pedcross2,837,46.5
653,79,397,2,252.0,484.0,1,ETH-Pedcross2,837,46.57142857142857
653,96,48,4,168.0,484.0,1,ETH-Pedcross2,837,46.57142857142857
653,99,255,137,66.0,217.0,1,ETH-Pedcross2,837,46.57142857142857
653,100,185,130,74.0,226.0,1,ETH-Pedcross2,837,46.57142857142857
653,150,227,156,48.0,155.0,1,ETH-Pedcross2,837,46.57142857142857
654,79,392,2,253.0,484.0,1,ETH-Pedcross2,837,46.642857142857146
654,96,53,3,163.0,483.0,1,ETH-Pedcross2,837,46.642857142857146
654,99,259,132,66.0,217.0,1,ETH-Pedcross2,837,46.642857142857146
654,100,187,128,74.0,224.0,1,ETH-Pedcross2,837,46.642857142857146
654,150,224,154,49.0,153.0,1,ETH-Pedcross2,837,46.642857142857146
655,79,387,2,255.0,484.0,1,ETH-Pedcross2,837,46.714285714285715
655,96,59,3,157.0,482.0,1,ETH-Pedcross2,837,46.714285714285715
655,99,262,128,67.0,217.0,1,ETH-Pedcross2,837,46.714285714285715
655,100,189,127,73.0,221.0,1,ETH-Pedcross2,837,46.714285714285715
655,150,221,152,50.0,151.0,1,ETH-Pedcross2,837,46.714285714285715
656,79,383,2,256.0,483.0,1,ETH-Pedcross2,837,46.785714285714285
656,96,64,3,152.0,480.0,1,ETH-Pedcross2,837,46.785714285714285
656,99,266,123,67.0,217.0,1,ETH-Pedcross2,837,46.785714285714285
656,100,190,124,73.0,219.0,1,ETH-Pedcross2,837,46.785714285714285
656,150,219,150,50.0,149.0,1,ETH-Pedcross2,837,46.785714285714285
657,79,378,2,257.0,483.0,1,ETH-Pedcross2,837,46.857142857142854
657,96,70,2,146.0,479.0,1,ETH-Pedcross2,837,46.857142857142854
657,99,270,118,67.0,217.0,1,ETH-Pedcross2,837,46.857142857142854
657,100,193,123,72.0,216.0,1,ETH-Pedcross2,837,46.857142857142854
657,103,78,143,76.0,161.0,1,ETH-Pedcross2,837,46.857142857142854
657,104,408,134,107.0,247.0,1,ETH-Pedcross2,837,46.857142857142854
657,105,262,152,43.0,137.0,1,ETH-Pedcross2,837,46.857142857142854
657,150,215,148,51.0,147.0,1,ETH-Pedcross2,837,46.857142857142854
658,79,381,2,257.0,483.0,1,ETH-Pedcross2,837,46.92857142857143
658,96,73,2,142.0,480.0,1,ETH-Pedcross2,837,46.92857142857143
658,99,271,120,66.0,216.0,1,ETH-Pedcross2,837,46.92857142857143
658,100,197,126,68.0,214.0,1,ETH-Pedcross2,837,46.92857142857143
658,103,69,141,73.0,169.0,1,ETH-Pedcross2,837,46.92857142857143
658,104,408,133,103.0,244.0,1,ETH-Pedcross2,837,46.92857142857143
658,150,214,148,51.0,146.0,1,ETH-Pedcross2,837,46.92857142857143
659,79,385,2,256.0,483.0,1,ETH-Pedcross2,837,47.0
659,96,76,3,137.0,480.0,1,ETH-Pedcross2,837,47.0
659,99,272,124,65.0,214.0,1,ETH-Pedcross2,837,47.0
659,100,201,129,64.0,212.0,1,ETH-Pedcross2,837,47.0
659,103,62,138,70.0,177.0,1,ETH-Pedcross2,837,47.0
659,104,409,134,100.0,240.0,1,ETH-Pedcross2,837,47.0
659,150,214,146,50.0,146.0,1,ETH-Pedcross2,837,47.0
660,79,388,2,256.0,483.0,1,ETH-Pedcross2,837,47.07142857142857
660,96,79,2,133.0,481.0,1,ETH-Pedcross2,837,47.07142857142857
660,99,273,126,63.0,213.0,1,ETH-Pedcross2,837,47.07142857142857
660,100,205,132,59.0,210.0,1,ETH-Pedcross2,837,47.07142857142857
660,103,53,137,67.0,184.0,1,ETH-Pedcross2,837,47.07142857142857
660,104,409,133,96.0,237.0,1,ETH-Pedcross2,837,47.07142857142857
660,150,213,146,50.0,145.0,1,ETH-Pedcross2,837,47.07142857142857
661,79,391,2,255.0,483.0,1,ETH-Pedcross2,837,47.142857142857146
661,96,83,3,128.0,481.0,1,ETH-Pedcross2,837,47.142857142857146
661,99,275,129,62.0,211.0,1,ETH-Pedcross2,837,47.142857142857146
661,100,209,135,55.0,208.0,1,ETH-Pedcross2,837,47.142857142857146
661,103,45,134,64.0,192.0,1,ETH-Pedcross2,837,47.142857142857146
661,104,409,132,93.0,234.0,1,ETH-Pedcross2,837,47.142857142857146
661,106,102,130,67.0,188.0,1,ETH-Pedcross2,837,47.142857142857146
661,150,213,145,49.0,144.0,1,ETH-Pedcross2,837,47.142857142857146
662,79,393,2,253.0,483.0,1,ETH-Pedcross2,837,47.214285714285715
662,96,87,7,124.0,477.0,1,ETH-Pedcross2,837,47.214285714285715
662,99,276,128,61.0,211.0,1,ETH-Pedcross2,837,47.214285714285715
662,100,209,134,57.0,207.0,1,ETH-Pedcross2,837,47.214285714285715
662,103,34,129,71.0,202.0,1,ETH-Pedcross2,837,47.214285714285715
662,104,409,132,89.0,230.0,1,ETH-Pedcross2,837,47.214285714285715
662,106,98,130,69.0,192.0,1,ETH-Pedcross2,837,47.214285714285715
662,150,213,145,49.0,145.0,1,ETH-Pedcross2,837,47.214285714285715
663,79,396,2,251.0,483.0,1,ETH-Pedcross2,837,47.285714285714285
663,96,90,11,120.0,472.0,1,ETH-Pedcross2,837,47.285714285714285
663,99,279,127,60.0,211.0,1,ETH-Pedcross2,837,47.285714285714285
663,100,210,133,59.0,205.0,1,ETH-Pedcross2,837,47.285714285714285
663,103,24,123,77.0,213.0,1,ETH-Pedcross2,837,47.285714285714285
663,104,410,132,85.0,227.0,1,ETH-Pedcross2,837,47.285714285714285
663,106,95,130,71.0,196.0,1,ETH-Pedcross2,837,47.285714285714285
663,150,214,146,49.0,145.0,1,ETH-Pedcross2,837,47.285714285714285
664,79,399,2,248.0,482.0,1,ETH-Pedcross2,837,47.357142857142854
664,96,94,15,115.0,468.0,1,ETH-Pedcross2,837,47.357142857142854
664,99,280,126,59.0,210.0,1,ETH-Pedcross2,837,47.357142857142854
664,100,212,132,60.0,204.0,1,ETH-Pedcross2,837,47.357142857142854
664,103,14,117,84.0,223.0,1,ETH-Pedcross2,837,47.357142857142854
664,104,410,132,82.0,223.0,1,ETH-Pedcross2,837,47.357142857142854
664,106,92,129,73.0,200.0,1,ETH-Pedcross2,837,47.357142857142854
664,150,215,145,48.0,146.0,1,ETH-Pedcross2,837,47.357142857142854
665,79,402,2,246.0,482.0,1,ETH-Pedcross2,837,47.42857142857143
665,96,98,19,111.0,463.0,1,ETH-Pedcross2,837,47.42857142857143
665,99,282,125,58.0,210.0,1,ETH-Pedcross2,837,47.42857142857143
665,100,213,131,62.0,202.0,1,ETH-Pedcross2,837,47.42857142857143
665,103,4,112,90.0,233.0,1,ETH-Pedcross2,837,47.42857142857143
665,104,411,131,78.0,220.0,1,ETH-Pedcross2,837,47.42857142857143
665,106,89,129,75.0,204.0,1,ETH-Pedcross2,837,47.42857142857143
665,150,216,146,48.0,146.0,1,ETH-Pedcross2,837,47.42857142857143
666,79,415,2,231.0,482.0,1,ETH-Pedcross2,837,47.5
666,96,96,15,125.0,461.0,1,ETH-Pedcross2,837,47.5
666,99,280,125,63.0,207.0,1,ETH-Pedcross2,837,47.5
666,100,213,130,65.0,204.0,1,ETH-Pedcross2,837,47.5
666,103,3,107,83.0,241.0,1,ETH-Pedcross2,837,47.5
666,104,408,123,81.0,232.0,1,ETH-Pedcross2,837,47.5
666,106,77,120,81.0,220.0,1,ETH-Pedcross2,837,47.5
666,150,216,146,48.0,147.0,1,ETH-Pedcross2,837,47.5
667,79,429,2,215.0,481.0,1,ETH-Pedcross2,837,47.57142857142857
667,96,94,11,139.0,458.0,1,ETH-Pedcross2,837,47.57142857142857
667,99,277,126,69.0,204.0,1,ETH-Pedcross2,837,47.57142857142857
667,100,214,129,68.0,205.0,1,ETH-Pedcross2,837,47.57142857142857
667,103,3,101,76.0,250.0,1,ETH-Pedcross2,837,47.57142857142857
667,104,406,115,85.0,244.0,1,ETH-Pedcross2,837,47.57142857142857
667,106,65,109,87.0,237.0,1,ETH-Pedcross2,837,47.57142857142857
667,150,216,147,48.0,147.0,1,ETH-Pedcross2,837,47.57142857142857
668,79,443,2,200.0,481.0,1,ETH-Pedcross2,837,47.642857142857146
668,96,93,7,152.0,456.0,1,ETH-Pedcross2,837,47.642857142857146
668,99,276,127,74.0,200.0,1,ETH-Pedcross2,837,47.642857142857146
668,100,213,128,71.0,207.0,1,ETH-Pedcross2,837,47.642857142857146
668,103,2,95,69.0,258.0,1,ETH-Pedcross2,837,47.642857142857146
668,104,404,107,88.0,256.0,1,ETH-Pedcross2,837,47.642857142857146
668,106,53,100,93.0,253.0,1,ETH-Pedcross2,837,47.642857142857146
668,150,217,146,48.0,148.0,1,ETH-Pedcross2,837,47.642857142857146
669,79,457,2,184.0,480.0,1,ETH-Pedcross2,837,47.714285714285715
669,96,91,3,166.0,453.0,1,ETH-Pedcross2,837,47.714285714285715
669,99,274,127,79.0,197.0,1,ETH-Pedcross2,837,47.714285714285715
669,100,214,127,74.0,208.0,1,ETH-Pedcross2,837,47.714285714285715
669,103,2,90,62.0,266.0,1,ETH-Pedcross2,837,47.714285714285715
669,104,402,99,91.0,268.0,1,ETH-Pedcross2,837,47.714285714285715
669,106,42,90,99.0,269.0,1,ETH-Pedcross2,837,47.714285714285715
669,150,217,146,48.0,149.0,1,ETH-Pedcross2,837,47.714285714285715
670,79,454,2,193.0,480.0,1,ETH-Pedcross2,837,47.785714285714285
670,96,96,10,160.0,453.0,1,ETH-Pedcross2,837,47.785714285714285
670,99,280,129,74.0,197.0,1,ETH-Pedcross2,837,47.785714285714285
670,100,220,131,70.0,203.0,1,ETH-Pedcross2,837,47.785714285714285
670,104,404,102,89.0,270.0,1,ETH-Pedcross2,837,47.785714285714285
670,106,32,81,103.0,291.0,1,ETH-Pedcross2,837,47.785714285714285
670,150,217,147,47.0,149.0,1,ETH-Pedcross2,837,47.785714285714285
671,79,451,2,201.0,480.0,1,ETH-Pedcross2,837,47.857142857142854
671,96,101,18,154.0,453.0,1,ETH-Pedcross2,837,47.857142857142854
671,99,286,131,69.0,197.0,1,ETH-Pedcross2,837,47.857142857142854
671,100,226,135,65.0,198.0,1,ETH-Pedcross2,837,47.857142857142854
671,104,406,105,87.0,273.0,1,ETH-Pedcross2,837,47.857142857142854
671,106,24,71,106.0,314.0,1,ETH-Pedcross2,837,47.857142857142854
671,150,218,147,47.0,150.0,1,ETH-Pedcross2,837,47.857142857142854
672,79,449,2,210.0,480.0,1,ETH-Pedcross2,837,47.92857142857143
672,96,106,26,147.0,452.0,1,ETH-Pedcross2,837,47.92857142857143
672,99,292,133,63.0,197.0,1,ETH-Pedcross2,837,47.92857142857143
672,100,231,138,61.0,193.0,1,ETH-Pedcross2,837,47.92857142857143
672,104,409,108,84.0,275.0,1,ETH-Pedcross2,837,47.92857142857143
672,106,15,62,110.0,336.0,1,ETH-Pedcross2,837,47.92857142857143
672,150,218,147,47.0,150.0,1,ETH-Pedcross2,837,47.92857142857143
673,79,446,2,218.0,480.0,1,ETH-Pedcross2,837,48.0
673,96,112,33,141.0,452.0,1,ETH-Pedcross2,837,48.0
673,99,299,135,58.0,197.0,1,ETH-Pedcross2,837,48.0
673,100,238,142,56.0,188.0,1,ETH-Pedcross2,837,48.0
673,104,411,111,82.0,277.0,1,ETH-Pedcross2,837,48.0
673,106,6,53,113.0,358.0,1,ETH-Pedcross2,837,48.0
673,150,219,147,47.0,151.0,1,ETH-Pedcross2,837,48.0
674,79,446,2,214.0,480.0,1,ETH-Pedcross2,837,48.07142857142857
674,96,111,29,138.0,453.0,1,ETH-Pedcross2,837,48.07142857142857
674,99,294,136,58.0,194.0,1,ETH-Pedcross2,837,48.07142857142857
674,100,234,144,54.0,179.0,1,ETH-Pedcross2,837,48.07142857142857
674,104,404,112,85.0,275.0,1,ETH-Pedcross2,837,48.07142857142857
674,106,5,43,97.0,377.0,1,ETH-Pedcross2,837,48.07142857142857
674,150,219,148,47.0,151.0,1,ETH-Pedcross2,837,48.07142857142857
675,79,446,2,209.0,480.0,1,ETH-Pedcross2,837,48.142857142857146
675,96,110,25,135.0,454.0,1,ETH-Pedcross2,837,48.142857142857146
675,99,287,137,59.0,192.0,1,ETH-Pedcross2,837,48.142857142857146
675,100,229,145,51.0,171.0,1,ETH-Pedcross2,837,48.142857142857146
675,104,398,113,88.0,273.0,1,ETH-Pedcross2,837,48.142857142857146
675,106,4,32,82.0,396.0,1,ETH-Pedcross2,837,48.142857142857146
675,150,220,148,46.0,152.0,1,ETH-Pedcross2,837,48.142857142857146
676,79,445,2,205.0,480.0,1,ETH-Pedcross2,837,48.214285714285715
676,96,109,21,131.0,454.0,1,ETH-Pedcross2,837,48.214285714285715
676,99,282,138,59.0,189.0,1,ETH-Pedcross2,837,48.214285714285715
676,100,225,146,49.0,162.0,1,ETH-Pedcross2,837,48.214285714285715
676,104,391,114,91.0,271.0,1,ETH-Pedcross2,837,48.214285714285715
676,106,3,23,66.0,414.0,1,ETH-Pedcross2,837,48.214285714285715
676,150,221,148,46.0,152.0,1,ETH-Pedcross2,837,48.214285714285715
677,79,446,2,200.0,480.0,1,ETH-Pedcross2,837,48.285714285714285
677,96,109,17,128.0,455.0,1,ETH-Pedcross2,837,48.285714285714285
677,99,277,139,59.0,186.0,1,ETH-Pedcross2,837,48.285714285714285
677,100,239,138,43.0,191.0,1,ETH-Pedcross2,837,48.285714285714285
677,104,385,115,94.0,269.0,1,ETH-Pedcross2,837,48.285714285714285
677,106,2,12,50.0,433.0,1,ETH-Pedcross2,837,48.285714285714285
677,107,102,136,61.0,176.0,1,ETH-Pedcross2,837,48.285714285714285
677,150,221,148,46.0,153.0,1,ETH-Pedcross2,837,48.285714285714285
678,79,450,2,195.0,480.0,1,ETH-Pedcross2,837,48.357142857142854
678,96,106,24,133.0,450.0,1,ETH-Pedcross2,837,48.357142857142854
678,99,277,140,60.0,185.0,1,ETH-Pedcross2,837,48.357142857142854
678,100,233,141,43.0,182.0,1,ETH-Pedcross2,837,48.357142857142854
678,104,382,116,96.0,270.0,1,ETH-Pedcross2,837,48.357142857142854
678,107,92,135,65.0,183.0,1,ETH-Pedcross2,837,48.357142857142854
678,150,222,147,47.0,163.0,1,ETH-Pedcross2,837,48.357142857142854
679,79,455,2,190.0,481.0,1,ETH-Pedcross2,837,48.42857142857143
679,96,105,31,138.0,445.0,1,ETH-Pedcross2,837,48.42857142857143
679,99,277,143,60.0,183.0,1,ETH-Pedcross2,837,48.42857142857143
679,100,227,144,43.0,173.0,1,ETH-Pedcross2,837,48.42857142857143
679,104,379,117,98.0,271.0,1,ETH-Pedcross2,837,48.42857142857143
679,107,84,134,68.0,190.0,1,ETH-Pedcross2,837,48.42857142857143
679,150,224,148,47.0,172.0,1,ETH-Pedcross2,837,48.42857142857143
680,79,459,2,185.0,481.0,1,ETH-Pedcross2,837,48.5
680,96,102,37,143.0,440.0,1,ETH-Pedcross2,837,48.5
680,99,276,144,61.0,182.0,1,ETH-Pedcross2,837,48.5
680,100,226,147,48.0,182.0,1,ETH-Pedcross2,837,48.5
680,104,376,119,99.0,271.0,1,ETH-Pedcross2,837,48.5
680,107,75,134,72.0,196.0,1,ETH-Pedcross2,837,48.5
680,150,221,147,43.0,163.0,1,ETH-Pedcross2,837,48.5
681,79,464,2,180.0,481.0,1,ETH-Pedcross2,837,48.57142857142857
681,96,100,44,148.0,435.0,1,ETH-Pedcross2,837,48.57142857142857
681,99,276,146,61.0,180.0,1,ETH-Pedcross2,837,48.57142857142857
681,100,228,147,48.0,191.0,1,ETH-Pedcross2,837,48.57142857142857
681,104,374,120,101.0,272.0,1,ETH-Pedcross2,837,48.57142857142857
681,107,66,133,75.0,203.0,1,ETH-Pedcross2,837,48.57142857142857
681,108,74,156,52.0,158.0,1,ETH-Pedcross2,837,48.57142857142857
681,109,17,181,42.0,96.0,1,ETH-Pedcross2,837,48.57142857142857
681,150,215,150,43.0,154.0,1,ETH-Pedcross2,837,48.57142857142857
682,79,469,2,175.0,481.0,1,ETH-Pedcross2,837,48.642857142857146
682,96,99,39,147.0,436.0,1,ETH-Pedcross2,837,48.642857142857146
682,99,274,144,63.0,183.0,1,ETH-Pedcross2,837,48.642857142857146
682,100,225,146,51.0,189.0,1,ETH-Pedcross2,837,48.642857142857146
682,104,372,116,99.0,275.0,1,ETH-Pedcross2,837,48.642857142857146
682,107,55,126,80.0,215.0,1,ETH-Pedcross2,837,48.642857142857146
682,109,17,179,42.0,99.0,1,ETH-Pedcross2,837,48.642857142857146
683,79,475,2,169.0,481.0,1,ETH-Pedcross2,837,48.714285714285715
683,96,100,36,146.0,436.0,1,ETH-Pedcross2,837,48.714285714285715
683,99,272,141,65.0,186.0,1,ETH-Pedcross2,837,48.714285714285715
683,100,223,144,54.0,188.0,1,ETH-Pedcross2,837,48.714285714285715
683,104,371,114,98.0,277.0,1,ETH-Pedcross2,837,48.714285714285715
683,107,43,119,86.0,227.0,1,ETH-Pedcross2,837,48.714285714285715
683,109,16,177,43.0,102.0,1,ETH-Pedcross2,837,48.714285714285715
684,79,480,2,164.0,480.0,1,ETH-Pedcross2,837,48.785714285714285
684,96,99,31,145.0,437.0,1,ETH-Pedcross2,837,48.785714285714285
684,99,271,139,66.0,189.0,1,ETH-Pedcross2,837,48.785714285714285
684,100,221,143,56.0,186.0,1,ETH-Pedcross2,837,48.785714285714285
684,104,369,110,96.0,280.0,1,ETH-Pedcross2,837,48.785714285714285
684,107,32,112,91.0,238.0,1,ETH-Pedcross2,837,48.785714285714285
684,109,17,175,43.0,105.0,1,ETH-Pedcross2,837,48.785714285714285
685,79,486,2,158.0,480.0,1,ETH-Pedcross2,837,48.857142857142854
