image_name,box_id,hbox,fbox,vbox,gender,age
khaliji_000082,2,"[121, 86, 11, 12]",,,M,
khaliji_000129,32,"[1834, 490, 59, 65]",,,F,
khaliji_000129,30,"[805, 462, 42, 49]",,,M,
khaliji_000129,28,"[461, 425, 34, 42]",,,M,
khaliji_000129,33,"[548, 500, 45, 53]",,,M,
khaliji_000129,31,"[89, 468, 39, 50]",,,M,
khaliji_000129,29,"[144, 447, 31, 35]",,,M,
khaliji_000115,0,"[453, 411, 44, 55]",,,M,
khaliji_000115,4,"[596, 460, 36, 37]",,,F,
khaliji_000115,6,"[935, 467, 36, 38]",,,M,
khaliji_000115,3,"[845, 460, 28, 30]",,,M,
khaliji_000115,1,"[680, 453, 23, 27]",,,M,
khaliji_000115,2,"[753, 464, 23, 22]",,,M,
khaliji_000009,7,"[121, 125, 185, 213]",,,M,
khaliji_000009,0,"[437, 43, 180, 190]",,,M,
khaliji_000009,1,"[1345, 85, 112, 145]",,,M,
khaliji_000009,10,"[1629, 200, 112, 124]",,,F,
khaliji_000009,5,"[1840, 143, 68, 79]",,,M,
khaliji_000009,2,"[1090, 142, 59, 72]",,,M,
khaliji_000009,4,"[829, 150, 60, 74]",,,M,
khaliji_000009,11,"[820, 246, 66, 83]",,,F,
khaliji_000009,6,"[875, 161, 61, 83]",,,,
khaliji_000115,7,"[690, 478, 23, 25]",,,,
khaliji_000115,9,"[815, 502, 28, 31]",,,,
khaliji_000031,1,"[53, 97, 88, 99]",,,,
khaliji_000016,0,"[452, 41, 5, 5]",,,,
khaliji_000016,2,"[264, 48, 3, 4]",,,,
khaliji_000016,3,"[306, 46, 4, 4]",,,,
khaliji_000016,4,"[194, 49, 3, 4]",,,,
khaliji_000016,5,"[223, 49, 3, 4]",,,,
khaliji_000016,6,"[333, 49, 4, 4]",,,,
khaliji_000016,7,"[76, 51, 4, 5]",,,,
khaliji_000016,8,"[186, 58, 4, 4]",,,,
khaliji_000016,9,"[183, 78, 4, 4]",,,,
khaliji_000016,10,"[223, 81, 4, 4]",,,,
khaliji_000016,11,"[168, 92, 4, 4]",,,,
khaliji_000016,12,"[154, 94, 3, 3]",,,,
khaliji_000016,13,"[132, 96, 4, 4]",,,,
khaliji_000016,14,"[125, 105, 4, 4]",,,,
khaliji_000016,15,"[303, 111, 4, 4]",,,,
khaliji_000016,16,"[185, 112, 5, 6]",,,,
khaliji_000016,17,"[240, 116, 4, 4]",,,,
khaliji_000016,18,"[204, 128, 5, 5]",,,,
khaliji_000016,19,"[338, 128, 3, 4]",,,,
khaliji_000016,20,"[164, 130, 5, 6]",,,,
khaliji_000016,21,"[178, 131, 6, 6]",,,,
khaliji_000016,22,"[217, 133, 6, 6]",,,,
khaliji_000016,23,"[386, 134, 3, 4]",,,,
khaliji_000016,24,"[295, 143, 4, 4]",,,,
khaliji_000016,25,"[332, 142, 4, 5]",,,,
khaliji_000016,26,"[306, 146, 4, 4]",,,,
khaliji_000016,27,"[370, 145, 4, 4]",,,,
khaliji_000016,28,"[21, 149, 4, 4]",,,,
khaliji_000016,29,"[28, 147, 4, 4]",,,,
khaliji_000016,30,"[140, 148, 4, 5]",,,,
khaliji_000016,31,"[423, 147, 4, 5]",,,,
khaliji_000016,32,"[528, 146, 7, 8]",,,,
khaliji_000016,33,"[5, 151, 4, 5]",,,,
khaliji_000016,34,"[40, 150, 4, 4]",,,,
khaliji_000016,35,"[45, 151, 3, 4]",,,,
khaliji_000016,36,"[148, 149, 5, 5]",,,,
khaliji_000016,38,"[402, 150, 4, 4]",,,,
khaliji_000016,39,"[434, 151, 4, 4]",,,,
khaliji_000016,40,"[169, 152, 5, 6]",,,,
khaliji_000016,41,"[368, 156, 3, 3]",,,,
khaliji_000016,42,"[153, 157, 6, 7]",,,,
khaliji_000016,43,"[388, 161, 4, 4]",,,,
khaliji_000016,44,"[7, 165, 5, 5]",,,,
khaliji_000016,47,"[1, 173, 6, 7]",,,,
khaliji_000016,48,"[316, 177, 5, 6]",,,,
khaliji_000016,49,"[521, 177, 6, 6]",,,,
khaliji_000016,50,"[13, 178, 5, 6]",,,,
khaliji_000016,53,"[41, 182, 6, 7]",,,,
khaliji_000016,55,"[150, 185, 7, 7]",,,,
khaliji_000016,56,"[166, 186, 6, 7]",,,,
khaliji_000016,57,"[156, 197, 5, 6]",,,,
khaliji_000016,58,"[329, 198, 6, 6]",,,,
khaliji_000016,59,"[331, 202, 7, 7]",,,,
khaliji_000016,60,"[258, 207, 4, 4]",,,,
khaliji_000016,61,"[140, 209, 7, 9]",,,,
khaliji_000016,62,"[252, 211, 4, 5]",,,,
khaliji_000016,63,"[271, 211, 4, 4]",,,,
khaliji_000016,64,"[260, 219, 4, 4]",,,,
khaliji_000016,66,"[250, 222, 4, 4]",,,,
khaliji_000016,67,"[142, 220, 11, 13]",,,,
khaliji_000091,2,"[402, 134, 114, 153]",,,F,
khaliji_000091,4,"[179, 175, 70, 85]",,,M,
khaliji_000091,5,"[672, 161, 90, 114]",,,M,
khaliji_000091,1,"[925, 135, 104, 122]",,,M,
khaliji_000091,0,"[1049, 138, 82, 98]",,,M,
khaliji_000091,3,"[1177, 173, 58, 74]",,,M,
khaliji_000016,52,"[200, 181, 7, 7]",,,M,
khaliji_000016,51,"[383, 180, 5, 6]",,,F,
khaliji_000016,54,"[396, 184, 5, 5]",,,F,
khaliji_000016,46,"[401, 170, 6, 7]",,,M,
khaliji_000016,68,"[413, 227, 7, 9]",,,F,
khaliji_000016,37,"[380, 150, 4, 4]",,,F,
khaliji_000016,1,"[486, 39, 7, 7]",,,M,
khaliji_000016,45,"[169, 166, 6, 6]",,,F,
khaliji_000115,8,"[969, 473, 35, 43]",,,M,
khaliji_000016,69,"[138, 231, 7, 9]",,,,
khaliji_000016,70,"[372, 234, 5, 6]",,,,
khaliji_000016,73,"[152, 238, 8, 9]",,,,
khaliji_000016,74,"[137, 241, 11, 13]",,,,
khaliji_000016,79,"[106, 256, 5, 5]",,,,
khaliji_000016,82,"[160, 260, 8, 10]",,,,
khaliji_000016,85,"[224, 266, 8, 8]",,,,
khaliji_000016,88,"[168, 270, 9, 10]",,,,
khaliji_000016,91,"[240, 275, 8, 9]",,,,
khaliji_000016,92,"[136, 280, 9, 10]",,,,
khaliji_000016,93,"[309, 282, 8, 9]",,,,
khaliji_000016,96,"[349, 297, 9, 9]",,,,
khaliji_000085,4,"[950, 284, 24, 30]",,,,
khaliji_000085,6,"[792, 330, 15, 17]",,,,
khaliji_000085,7,"[513, 333, 15, 17]",,,,
khaliji_000004,12,"[525, 186, 18, 22]",,,,
khaliji_000004,19,"[762, 189, 36, 44]",,,,
khaliji_000004,4,"[169, 157, 43, 54]",,,M,
khaliji_000004,1,"[367, 153, 38, 47]",,,M,
khaliji_000004,13,"[269, 186, 33, 38]",,,F,
khaliji_000004,16,"[301, 184, 45, 55]",,,F,
khaliji_000004,6,"[198, 164, 41, 45]",,,,
khaliji_000004,7,"[441, 171, 24, 29]",,,M,
khaliji_000004,3,"[494, 162, 30, 37]",,,M,
khaliji_000004,17,"[464, 189, 34, 44]",,,F,
khaliji_000004,14,"[540, 191, 22, 28]",,,F,
khaliji_000004,11,"[571, 174, 30, 41]",,,M,
khaliji_000004,15,"[613, 190, 23, 29]",,,F,
khaliji_000004,18,"[644, 199, 20, 25]",,,F,
khaliji_000004,8,"[651, 176, 19, 23]",,,M,
khaliji_000004,9,"[660, 176, 22, 27]",,,M,
khaliji_000004,2,"[661, 165, 21, 24]",,,M,
khaliji_000004,5,"[702, 175, 15, 18]",,,M,
khaliji_000039,0,"[189, 81, 45, 52]",,,M,
khaliji_000085,1,"[219, 112, 74, 88]",,,F,
khaliji_000085,3,"[386, 268, 28, 34]",,,F,
khaliji_000085,5,"[428, 294, 62, 67]",,,M,
khaliji_000085,0,"[611, 88, 69, 77]",,,M,
khaliji_000085,2,"[860, 181, 52, 66]",,,M,
khaliji_000123,1,"[366, 59, 134, 157]",,,F,
khaliji_000123,2,"[866, 178, 130, 145]",,,F,
khaliji_000123,3,"[149, 333, 159, 170]",,,M,
khaliji_000123,5,"[984, 556, 149, 161]",,,M,
khaliji_000123,4,"[1192, 527, 131, 153]",,,M,
khaliji_000123,0,"[604, 48, 116, 151]",,,M,
khaliji_000016,86,"[274, 263, 10, 11]",,,M,
khaliji_000016,90,"[295, 272, 9, 10]",,,M,
khaliji_000016,97,"[294, 301, 11, 13]",,,F,
khaliji_000016,100,"[512, 327, 11, 13]",,,M,
khaliji_000016,101,"[474, 378, 14, 17]",,,M,
khaliji_000016,99,"[173, 312, 10, 12]",,,M,
khaliji_000016,81,"[122, 256, 9, 11]",,,M,
khaliji_000016,75,"[456, 244, 7, 8]",,,F,
khaliji_000016,98,"[397, 308, 10, 12]",,,M,
khaliji_000016,84,"[335, 262, 9, 10]",,,F,
khaliji_000016,95,"[313, 289, 12, 14]",,,M,
khaliji_000016,89,"[173, 272, 9, 10]",,,M,
khaliji_000016,80,"[210, 253, 9, 11]",,,M,
khaliji_000016,83,"[495, 259, 10, 11]",,,F,
khaliji_000016,71,"[421, 236, 8, 8]",,,M,
khaliji_000016,76,"[472, 245, 8, 8]",,,F,
khaliji_000016,77,"[488, 245, 8, 9]",,,M,
khaliji_000016,87,"[466, 265, 9, 10]",,,M,
khaliji_000016,72,"[527, 237, 8, 9]",,,M,
khaliji_000127,2,"[15, 54, 70, 88]",,,M,
khaliji_000127,3,"[213, 65, 69, 89]",,,M,
khaliji_000127,0,"[546, 31, 69, 66]",,,M,
khaliji_000127,4,"[636, 104, 74, 88]",,,F,
khaliji_000127,1,"[365, 35, 89, 99]",,,F,
khaliji_000127,5,"[143, 128, 81, 97]",,,F,
khaliji_000134,0,"[441, 82, 132, 193]",,,M,
khaliji_000134,1,"[647, 152, 167, 203]",,,F,
khaliji_000074,0,"[989, 596, 10, 11]",,,,
khaliji_000074,1,"[349, 598, 13, 14]",,,,
khaliji_000074,2,"[634, 603, 10, 10]",,,,
khaliji_000074,3,"[760, 601, 14, 15]",,,,
khaliji_000074,4,"[823, 600, 13, 16]",,,,
khaliji_000074,5,"[850, 603, 9, 10]",,,,
khaliji_000074,6,"[912, 603, 10, 11]",,,,
khaliji_000074,7,"[929, 600, 12, 14]",,,,
khaliji_000074,8,"[1039, 600, 12, 13]",,,,
khaliji_000074,9,"[1061, 601, 10, 12]",,,,
khaliji_000074,10,"[1095, 600, 11, 12]",,,,
khaliji_000074,11,"[1124, 599, 10, 10]",,,,
khaliji_000074,12,"[1211, 596, 15, 17]",,,,
khaliji_000074,15,"[799, 606, 10, 11]",,,,
khaliji_000074,16,"[868, 604, 12, 14]",,,,
khaliji_000074,17,"[888, 609, 11, 13]",,,,
khaliji_000074,18,"[1023, 608, 11, 13]",,,,
khaliji_000074,19,"[556, 610, 15, 18]",,,,
khaliji_000074,20,"[404, 618, 18, 19]",,,,
khaliji_000074,21,"[422, 614, 16, 18]",,,,
khaliji_000074,23,"[660, 614, 19, 20]",,,,
khaliji_000074,24,"[679, 616, 19, 21]",,,,
khaliji_000074,25,"[729, 619, 11, 14]",,,,
khaliji_000074,26,"[738, 619, 16, 18]",,,,
khaliji_000074,27,"[773, 616, 14, 16]",,,,
khaliji_000074,28,"[790, 617, 15, 17]",,,,
khaliji_000074,31,"[385, 623, 17, 19]",,,,
khaliji_000074,33,"[535, 621, 21, 26]",,,,
khaliji_000074,34,"[753, 622, 20, 22]",,,,
khaliji_000074,35,"[339, 627, 20, 23]",,,,
khaliji_000074,36,"[1061, 628, 15, 17]",,,,
khaliji_000074,37,"[1191, 629, 17, 19]",,,,
khaliji_000074,38,"[1229, 628, 16, 17]",,,,
khaliji_000074,39,"[186, 640, 10, 11]",,,,
khaliji_000074,41,"[930, 632, 24, 27]",,,,
khaliji_000074,42,"[1260, 634, 16, 18]",,,,
khaliji_000074,45,"[1022, 639, 26, 28]",,,,
khaliji_000074,46,"[1166, 639, 18, 20]",,,,
khaliji_000074,47,"[1222, 641, 20, 20]",,,,
khaliji_000074,48,"[137, 650, 9, 10]",,,,
khaliji_000074,49,"[180, 651, 10, 12]",,,,
khaliji_000074,50,"[418, 644, 26, 30]",,,,
khaliji_000074,56,"[942, 647, 28, 28]",,,,
khaliji_000074,58,"[1254, 649, 30, 31]",,,,
khaliji_000074,63,"[671, 660, 27, 30]",,,,
khaliji_000074,64,"[1007, 661, 37, 40]",,,,
khaliji_000074,65,"[884, 670, 27, 35]",,,,
khaliji_000074,67,"[767, 690, 25, 31]",,,,
khaliji_000074,70,"[691, 732, 34, 35]",,,,
khaliji_000105,0,"[631, 306, 8, 8]",,,,
khaliji_000004,21,"[326, 212, 36, 42]",,,F,
khaliji_000074,40,"[494, 614, 52, 61]",,,F,
khaliji_000074,30,"[311, 609, 37, 42]",,,F,
khaliji_000074,29,"[229, 607, 39, 49]",,,F,
khaliji_000074,13,"[258, 584, 46, 54]",,,M,
khaliji_000074,51,"[560, 626, 59, 67]",,,F,
khaliji_000074,66,"[1004, 678, 43, 48]",,,F,
khaliji_000074,57,"[1106, 645, 37, 38]",,,M,
khaliji_000074,61,"[1047, 647, 33, 42]",,,M,
khaliji_000074,32,"[446, 618, 19, 24]",,,F,
khaliji_000074,71,"[808, 763, 51, 55]",,,M,
khaliji_000074,69,"[858, 717, 41, 41]",,,M,
khaliji_000074,68,"[940, 704, 31, 35]",,,F,
khaliji_000074,14,"[472, 604, 18, 23]",,,M,
khaliji_000074,22,"[598, 611, 23, 27]",,,F,
khaliji_000074,62,"[648, 655, 35, 39]",,,F,
khaliji_000074,54,"[696, 649, 29, 31]",,,M,
khaliji_000074,59,"[755, 655, 25, 34]",,,F,
khaliji_000074,55,"[783, 646, 25, 31]",,,M,
khaliji_000074,60,"[820, 652, 31, 34]",,,M,
khaliji_000074,52,"[854, 639, 34, 35]",,,M,
khaliji_000074,43,"[1273, 630, 22, 24]",,,M,
khaliji_000074,53,"[1178, 648, 22, 22]",,,F,
khaliji_000105,3,"[637, 329, 14, 17]",,,,
khaliji_000105,7,"[643, 348, 16, 18]",,,,
khaliji_000105,10,"[573, 353, 17, 19]",,,,
khaliji_000105,12,"[636, 370, 17, 20]",,,,
khaliji_000105,13,"[676, 370, 16, 19]",,,,
khaliji_000105,14,"[600, 377, 15, 18]",,,,
khaliji_000105,15,"[732, 374, 17, 19]",,,,
khaliji_000105,16,"[591, 388, 18, 22]",,,,
khaliji_000105,17,"[660, 387, 18, 23]",,,,
khaliji_000105,21,"[676, 403, 16, 19]",,,,
khaliji_000105,24,"[416, 407, 19, 23]",,,,
khaliji_000105,25,"[705, 407, 18, 19]",,,,
khaliji_000105,26,"[374, 415, 14, 15]",,,,
khaliji_000105,27,"[400, 416, 16, 18]",,,,
khaliji_000105,29,"[626, 414, 18, 21]",,,,
khaliji_000105,30,"[558, 431, 16, 19]",,,,
khaliji_000105,36,"[491, 451, 18, 21]",,,,
khaliji_000105,41,"[473, 464, 16, 21]",,,,
khaliji_000105,45,"[261, 490, 14, 17]",,,,
khaliji_000105,58,"[2, 529, 17, 30]",,,,
khaliji_000094,0,"[588, 81, 6, 6]",,,,
khaliji_000094,1,"[615, 80, 6, 6]",,,,
khaliji_000094,2,"[234, 98, 7, 7]",,,,
khaliji_000094,3,"[324, 100, 9, 11]",,,,
khaliji_000094,4,"[525, 103, 5, 6]",,,,
khaliji_000094,5,"[538, 103, 7, 8]",,,,
khaliji_000094,8,"[515, 107, 7, 8]",,,,
khaliji_000094,9,"[613, 107, 10, 10]",,,,
khaliji_000094,10,"[455, 109, 7, 10]",,,,
khaliji_000105,55,"[515, 502, 27, 30]",,,M,
khaliji_000105,42,"[572, 462, 24, 28]",,,M,
khaliji_000105,52,"[216, 498, 28, 31]",,,M,
khaliji_000105,61,"[51, 604, 38, 39]",,,M,
khaliji_000105,64,"[17, 760, 39, 45]",,,M,
khaliji_000105,57,"[701, 517, 25, 32]",,,M,
khaliji_000105,62,"[932, 609, 32, 42]",,,M,
khaliji_000105,48,"[736, 486, 22, 24]",,,F,
khaliji_000105,32,"[703, 429, 21, 25]",,,M,
khaliji_000105,35,"[643, 445, 18, 18]",,,M,
khaliji_000105,38,"[535, 458, 20, 22]",,,F,
khaliji_000105,44,"[496, 473, 21, 24]",,,F,
khaliji_000105,50,"[460, 495, 21, 24]",,,F,
khaliji_000105,43,"[411, 478, 20, 21]",,,F,
khaliji_000105,53,"[372, 499, 21, 23]",,,M,
khaliji_000105,37,"[307, 452, 24, 28]",,,F,
khaliji_000105,40,"[286, 465, 20, 23]",,,M,
khaliji_000105,34,"[317, 436, 20, 23]",,,M,
khaliji_000105,23,"[319, 411, 15, 16]",,,M,
khaliji_000105,22,"[290, 404, 21, 25]",,,M,
khaliji_000105,18,"[432, 395, 21, 23]",,,M,
khaliji_000105,49,"[247, 497, 18, 20]",,,,
khaliji_000105,46,"[359, 491, 18, 21]",,,F,
khaliji_000105,47,"[391, 490, 17, 19]",,,F,
khaliji_000105,60,"[1, 553, 22, 33]",,,M,
khaliji_000105,56,"[12, 512, 22, 25]",,,M,
khaliji_000105,51,"[61, 500, 23, 26]",,,M,
khaliji_000105,39,"[43, 462, 24, 27]",,,M,
khaliji_000105,33,"[158, 438, 23, 27]",,,M,
khaliji_000105,63,"[1279, 749, 19, 51]",,,M,
khaliji_000105,20,"[575, 398, 19, 23]",,,M,
khaliji_000105,19,"[533, 404, 17, 19]",,,F,
khaliji_000105,28,"[559, 414, 14, 16]",,,F,
khaliji_000105,2,"[727, 316, 13, 15]",,,F,
khaliji_000105,8,"[774, 345, 20, 22]",,,M,
khaliji_000105,5,"[810, 328, 15, 18]",,,M,
khaliji_000105,9,"[819, 348, 16, 18]",,,M,
khaliji_000105,1,"[702, 308, 13, 16]",,,M,
khaliji_000105,4,"[688, 328, 14, 17]",,,M,
khaliji_000105,6,"[715, 335, 14, 17]",,,M,
khaliji_000105,11,"[698, 359, 18, 21]",,,M,
khaliji_000094,11,"[495, 108, 9, 10]",,,F,
khaliji_000094,6,"[573, 104, 8, 9]",,,F,
khaliji_000094,7,"[331, 104, 11, 13]",,,M,
khaliji_000094,15,"[389, 111, 13, 14]",,,,
khaliji_000094,17,"[259, 117, 12, 16]",,,,
khaliji_000094,19,"[613, 117, 12, 13]",,,,
khaliji_000094,31,"[56, 145, 16, 19]",,,,
khaliji_000094,32,"[90, 146, 15, 17]",,,,
khaliji_000094,39,"[44, 168, 12, 13]",,,,
khaliji_000094,41,"[78, 168, 21, 23]",,,,
khaliji_000094,42,"[40, 178, 16, 18]",,,,
khaliji_000094,43,"[10, 204, 15, 17]",,,,
khaliji_000092,0,"[485, 0, 8, 6]",,,,
khaliji_000092,1,"[413, 1, 25, 11]",,,,
khaliji_000033,0,"[297, 76, 7, 8]",,,,
khaliji_000033,1,"[260, 82, 11, 12]",,,,
khaliji_000033,2,"[404, 90, 9, 10]",,,,
khaliji_000033,3,"[412, 87, 15, 17]",,,,
khaliji_000033,4,"[130, 93, 12, 13]",,,,
khaliji_000033,5,"[145, 97, 9, 11]",,,,
khaliji_000033,6,"[102, 101, 9, 11]",,,,
khaliji_000033,9,"[524, 113, 10, 11]",,,,
khaliji_000033,10,"[52, 128, 10, 11]",,,,
khaliji_000033,11,"[305, 131, 8, 10]",,,,
khaliji_000033,12,"[239, 132, 11, 12]",,,,
khaliji_000033,13,"[463, 134, 9, 9]",,,,
khaliji_000033,14,"[251, 141, 11, 12]",,,,
khaliji_000033,15,"[294, 142, 12, 12]",,,,
khaliji_000033,16,"[338, 141, 11, 11]",,,,
khaliji_000033,17,"[523, 147, 12, 15]",,,,
khaliji_000033,18,"[336, 151, 11, 11]",,,,
khaliji_000033,19,"[250, 152, 13, 13]",,,,
khaliji_000033,20,"[356, 152, 11, 12]",,,,
khaliji_000033,22,"[548, 153, 11, 13]",,,,
khaliji_000033,24,"[517, 158, 12, 13]",,,,
khaliji_000033,25,"[98, 165, 13, 13]",,,,
khaliji_000033,28,"[170, 169, 14, 16]",,,,
khaliji_000033,29,"[134, 172, 13, 15]",,,,
khaliji_000033,31,"[264, 185, 15, 18]",,,,
khaliji_000092,3,"[192, 106, 29, 40]",,,F,
khaliji_000092,4,"[334, 107, 33, 45]",,,F,
khaliji_000092,2,"[499, 103, 27, 36]",,,F,
khaliji_000033,30,"[236, 184, 16, 19]",,,M,
khaliji_000033,33,"[374, 191, 15, 18]",,,M,
khaliji_000033,26,"[411, 165, 13, 16]",,,M,
khaliji_000033,21,"[417, 151, 12, 14]",,,M,
khaliji_000033,23,"[393, 157, 13, 17]",,,M,
khaliji_000033,7,"[380, 109, 10, 11]",,,M,
khaliji_000033,27,"[479, 167, 13, 16]",,,M,
khaliji_000033,32,"[467, 187, 12, 14]",,,,
khaliji_000033,8,"[409, 113, 11, 11]",,,M,
khaliji_000094,25,"[229, 120, 29, 36]",,,M,
khaliji_000094,27,"[202, 131, 16, 21]",,,F,
khaliji_000094,18,"[301, 114, 17, 21]",,,F,
khaliji_000094,26,"[261, 122, 25, 32]",,,M,
khaliji_000094,34,"[140, 146, 17, 19]",,,M,
khaliji_000094,44,"[461, 236, 44, 43]",,,M,
khaliji_000094,45,"[468, 252, 43, 49]",,,M,
khaliji_000094,46,"[586, 291, 41, 46]",,,M,
khaliji_000094,35,"[689, 139, 30, 31]",,,M,
khaliji_000094,23,"[584, 125, 13, 15]",,,F,
khaliji_000094,21,"[626, 122, 12, 14]",,,F,
khaliji_000094,24,"[678, 126, 13, 15]",,,F,
khaliji_000094,22,"[726, 124, 12, 13]",,,F,
khaliji_000094,14,"[472, 108, 11, 14]",,,M,
khaliji_000094,20,"[367, 121, 19, 20]",,,F,
khaliji_000094,38,"[355, 156, 26, 31]",,,M,
khaliji_000094,12,"[525, 109, 9, 10]",,,F,
khaliji_000094,13,"[548, 109, 9, 10]",,,F,
khaliji_000094,37,"[22, 157, 16, 20]",,,F,
khaliji_000094,33,"[110, 143, 17, 22]",,,M,
khaliji_000094,36,"[118, 147, 19, 20]",,,M,
khaliji_000094,30,"[31, 143, 18, 19]",,,F,
khaliji_000094,40,"[14, 169, 17, 19]",,,F,
khaliji_000094,29,"[69, 140, 16, 19]",,,M,
khaliji_000094,16,"[434, 112, 14, 18]",,,M,
khaliji_000033,37,"[347, 202, 12, 15]",,,,
khaliji_000033,42,"[323, 209, 14, 15]",,,,
khaliji_000033,48,"[502, 228, 12, 14]",,,,
khaliji_000033,60,"[519, 309, 15, 14]",,,,
khaliji_000033,64,"[517, 322, 23, 25]",,,,
khaliji_000050,3,"[732, 77, 10, 12]",,,,
khaliji_000050,8,"[453, 101, 19, 20]",,,,
khaliji_000050,12,"[741, 146, 7, 12]",,,,
khaliji_000050,13,"[3, 187, 10, 13]",,,,
khaliji_000066,4,"[250, 89, 4, 4]",,,,
khaliji_000113,4,"[212, 498, 28, 35]",,,,
khaliji_000050,1,"[164, 33, 54, 58]",,,F,
khaliji_000050,0,"[240, 12, 58, 57]",,,M,
khaliji_000050,6,"[360, 81, 27, 29]",,,F,
khaliji_000050,9,"[649, 99, 22, 24]",,,F,
khaliji_000050,7,"[670, 93, 24, 24]",,,F,
khaliji_000050,10,"[594, 110, 24, 23]",,,F,
khaliji_000050,5,"[477, 75, 31, 34]",,,M,
khaliji_000050,2,"[523, 62, 31, 40]",,,M,
khaliji_000050,11,"[556, 120, 31, 33]",,,M,
khaliji_000113,5,"[441, 502, 31, 36]",,,F,
khaliji_000113,3,"[485, 495, 31, 32]",,,F,
khaliji_000113,1,"[189, 493, 25, 36]",,,F,
khaliji_000113,0,"[245, 489, 34, 34]",,,M,
khaliji_000113,2,"[404, 498, 21, 25]",,,F,
khaliji_000066,0,"[53, 31, 31, 36]",,,F,
khaliji_000066,5,"[23, 90, 7, 7]",,,F,
khaliji_000066,2,"[88, 66, 13, 16]",,,F,
khaliji_000066,1,"[158, 29, 34, 40]",,,F,
khaliji_000066,3,"[236, 80, 11, 13]",,,F,
khaliji_000021,14,"[50, 222, 30, 34]",,,F,
khaliji_000021,13,"[156, 192, 30, 38]",,,M,
khaliji_000021,11,"[233, 176, 28, 34]",,,M,
khaliji_000021,7,"[396, 115, 22, 27]",,,M,
khaliji_000021,8,"[455, 120, 23, 32]",,,M,
khaliji_000021,9,"[522, 118, 26, 34]",,,M,
khaliji_000021,3,"[257, 25, 20, 25]",,,F,
khaliji_000021,1,"[353, 22, 20, 26]",,,F,
khaliji_000021,6,"[375, 92, 17, 23]",,,F,
khaliji_000021,10,"[622, 167, 25, 30]",,,M,
khaliji_000021,5,"[518, 70, 21, 27]",,,M,
khaliji_000021,4,"[560, 41, 18, 23]",,,F,
khaliji_000021,0,"[710, 22, 20, 22]",,,F,
khaliji_000021,2,"[755, 25, 20, 21]",,,F,
khaliji_000021,15,"[712, 284, 25, 31]",,,F,
khaliji_000033,62,"[150, 318, 19, 21]",,,F,
khaliji_000033,59,"[203, 301, 18, 20]",,,F,
khaliji_000033,57,"[262, 299, 18, 22]",,,F,
khaliji_000033,58,"[326, 295, 18, 26]",,,F,
khaliji_000033,56,"[371, 283, 17, 22]",,,F,
khaliji_000033,66,"[408, 350, 23, 30]",,,M,
khaliji_000033,65,"[476, 341, 22, 29]",,,M,
khaliji_000033,63,"[564, 320, 23, 26]",,,M,
khaliji_000033,41,"[114, 208, 16, 20]",,,M,
khaliji_000033,44,"[150, 211, 17, 19]",,,M,
khaliji_000033,38,"[133, 202, 17, 19]",,,M,
khaliji_000033,45,"[199, 210, 16, 20]",,,M,
khaliji_000033,36,"[177, 198, 18, 20]",,,M,
khaliji_000033,35,"[285, 198, 13, 16]",,,F,
khaliji_000033,43,"[359, 207, 17, 21]",,,M,
khaliji_000033,52,"[395, 261, 22, 20]",,,M,
khaliji_000033,61,"[586, 310, 20, 21]",,,M,
khaliji_000033,54,"[536, 280, 16, 17]",,,F,
khaliji_000033,53,"[466, 275, 14, 15]",,,M,
khaliji_000033,50,"[530, 240, 13, 14]",,,M,
khaliji_000033,55,"[592, 281, 14, 16]",,,F,
khaliji_000033,51,"[577, 239, 16, 21]",,,M,
khaliji_000033,49,"[549, 230, 13, 15]",,,M,
khaliji_000033,46,"[509, 220, 15, 18]",,,M,
khaliji_000033,47,"[646, 219, 19, 21]",,,M,
khaliji_000033,34,"[498, 193, 14, 15]",,,M,
khaliji_000033,40,"[440, 207, 12, 15]",,,,
khaliji_000072,0,"[490, 549, 12, 12]",,,,
khaliji_000072,2,"[661, 575, 9, 10]",,,,
khaliji_000072,3,"[918, 579, 8, 9]",,,,
khaliji_000072,4,"[1204, 577, 8, 9]",,,,
khaliji_000072,5,"[227, 577, 22, 21]",,,,
khaliji_000072,6,"[750, 581, 9, 10]",,,,
khaliji_000072,7,"[774, 580, 17, 19]",,,,
khaliji_000072,9,"[855, 581, 12, 14]",,,,
khaliji_000072,10,"[869, 582, 9, 11]",,,,
khaliji_000072,11,"[951, 581, 8, 9]",,,,
khaliji_000072,12,"[962, 583, 9, 10]",,,,
khaliji_000072,13,"[1140, 579, 12, 13]",,,,
khaliji_000072,14,"[663, 585, 12, 13]",,,,
khaliji_000072,15,"[677, 585, 15, 18]",,,,
khaliji_000072,16,"[727, 587, 18, 19]",,,,
khaliji_000072,17,"[894, 586, 12, 13]",,,,
khaliji_000072,18,"[1006, 589, 13, 14]",,,,
khaliji_000072,20,"[1206, 588, 13, 15]",,,,
khaliji_000072,23,"[522, 585, 21, 28]",,,,
khaliji_000072,24,"[582, 587, 18, 21]",,,,
khaliji_000072,26,"[617, 592, 19, 22]",,,,
khaliji_000072,28,"[789, 593, 15, 17]",,,,
khaliji_000072,29,"[936, 592, 12, 14]",,,,
khaliji_000072,30,"[1108, 587, 23, 26]",,,,
khaliji_000072,33,"[986, 601, 14, 16]",,,,
